time,dxy,us10y
2021-01-05 06:00:00+08:00,111.2075,0.93
2021-01-06 06:00:00+08:00,110.9574,0.96
2021-01-07 06:00:00+08:00,110.8502,1.04
2021-01-08 06:00:00+08:00,111.3042,1.08
2021-01-09 06:00:00+08:00,111.2847,1.13
2021-01-12 06:00:00+08:00,111.8257,1.15
2021-01-13 06:00:00+08:00,111.5501,1.15
2021-01-14 06:00:00+08:00,111.3622,1.1
2021-01-15 06:00:00+08:00,111.1567,1.15
2021-01-16 06:00:00+08:00,111.5106,1.11
2021-01-19 06:00:00+08:00,111.5106,1.11
2021-01-20 06:00:00+08:00,111.4527,1.1
2021-01-21 06:00:00+08:00,111.4527,1.1
2021-01-22 06:00:00+08:00,111.1973,1.12
2021-01-23 06:00:00+08:00,111.5516,1.1
2021-01-26 06:00:00+08:00,111.8676,1.05
2021-01-27 06:00:00+08:00,111.6572,1.05
2021-01-28 06:00:00+08:00,112.0782,1.04
2021-01-29 06:00:00+08:00,112.0059,1.07
2021-01-30 06:00:00+08:00,111.9511,1.11
2021-02-02 06:00:00+08:00,112.4189,1.09
2021-02-03 06:00:00+08:00,112.2862,1.12
2021-02-04 06:00:00+08:00,112.2567,1.15
2021-02-05 06:00:00+08:00,112.7469,1.15
2021-02-06 06:00:00+08:00,112.2379,1.19
2021-02-09 06:00:00+08:00,112.0428,1.19
2021-02-10 06:00:00+08:00,111.7675,1.18
2021-02-11 06:00:00+08:00,111.5834,1.15
2021-02-12 06:00:00+08:00,111.5272,1.16
2021-02-13 06:00:00+08:00,111.4889,1.2
2021-02-16 06:00:00+08:00,111.4889,1.2
2021-02-17 06:00:00+08:00,111.7879,1.3
2021-02-18 06:00:00+08:00,112.0204,1.29
2021-02-19 06:00:00+08:00,112.1603,1.29
2021-02-20 06:00:00+08:00,111.7058,1.34
2021-02-23 06:00:00+08:00,111.918,1.37
2021-02-24 06:00:00+08:00,111.8981,1.37
2021-02-25 06:00:00+08:00,111.7212,1.38
2021-02-26 06:00:00+08:00,111.9253,1.54
2021-02-27 06:00:00+08:00,112.8306,1.44
2021-03-02 06:00:00+08:00,112.5263,1.45
2021-03-03 06:00:00+08:00,112.5342,1.42
2021-03-04 06:00:00+08:00,112.7617,1.47
2021-03-05 06:00:00+08:00,112.7037,1.54
2021-03-06 06:00:00+08:00,113.7487,1.56
2021-03-09 06:00:00+08:00,114.2678,1.59
2021-03-10 06:00:00+08:00,113.928,1.55
2021-03-11 06:00:00+08:00,113.5881,1.53
2021-03-12 06:00:00+08:00,112.9214,1.54
2021-03-13 06:00:00+08:00,113.0269,1.64
2021-03-16 06:00:00+08:00,113.1928,1.62
2021-03-17 06:00:00+08:00,112.9839,1.62
2021-03-18 06:00:00+08:00,113.1589,1.63
2021-03-19 06:00:00+08:00,112.7744,1.71
2021-03-20 06:00:00+08:00,112.9756,1.74
2021-03-23 06:00:00+08:00,113.0023,1.69
2021-03-24 06:00:00+08:00,113.2916,1.63
2021-03-25 06:00:00+08:00,113.6565,1.62
2021-03-26 06:00:00+08:00,114.0016,1.63
2021-03-27 06:00:00+08:00,113.7406,1.67
2021-03-30 06:00:00+08:00,113.9314,1.73
2021-03-31 06:00:00+08:00,114.203,1.73
2021-04-01 06:00:00+08:00,113.8234,1.74
2021-04-02 06:00:00+08:00,113.7389,1.69
2021-04-03 06:00:00+08:00,113.7315,1.72
2021-04-06 06:00:00+08:00,113.394,1.73
2021-04-07 06:00:00+08:00,113.1464,1.67
2021-04-08 06:00:00+08:00,113.2436,1.68
2021-04-09 06:00:00+08:00,113.0917,1.64
2021-04-10 06:00:00+08:00,113.2028,1.67
2021-04-13 06:00:00+08:00,113.1815,1.69
2021-04-14 06:00:00+08:00,113.0391,1.64
2021-04-15 06:00:00+08:00,112.7849,1.64
2021-04-16 06:00:00+08:00,112.6181,1.56
2021-04-17 06:00:00+08:00,112.4814,1.59
2021-04-20 06:00:00+08:00,112.1835,1.61
2021-04-21 06:00:00+08:00,112.2354,1.58
2021-04-22 06:00:00+08:00,112.1771,1.57
2021-04-23 06:00:00+08:00,112.2297,1.57
2021-04-24 06:00:00+08:00,112.0889,1.58
2021-04-27 06:00:00+08:00,111.8109,1.58
2021-04-28 06:00:00+08:00,111.9097,1.63
2021-04-29 06:00:00+08:00,111.7909,1.63
2021-04-30 06:00:00+08:00,111.7464,1.65
2021-05-01 06:00:00+08:00,112.0839,1.65
2021-05-04 06:00:00+08:00,112.005,1.63
2021-05-05 06:00:00+08:00,112.2896,1.61
2021-05-06 06:00:00+08:00,112.1514,1.59
2021-05-07 06:00:00+08:00,111.8401,1.58
2021-05-08 06:00:00+08:00,111.0249,1.6
2021-05-11 06:00:00+08:00,110.7905,1.63
2021-05-12 06:00:00+08:00,110.8921,1.64
2021-05-13 06:00:00+08:00,111.5636,1.69
2021-05-14 06:00:00+08:00,111.5955,1.66
2021-05-15 06:00:00+08:00,111.1353,1.63
2021-05-18 06:00:00+08:00,111.079,1.64
2021-05-19 06:00:00+08:00,110.8317,1.64
2021-05-20 06:00:00+08:00,110.8807,1.68
2021-05-21 06:00:00+08:00,110.8605,1.63
2021-05-22 06:00:00+08:00,111.0576,1.63
2021-05-25 06:00:00+08:00,110.9118,1.61
2021-05-26 06:00:00+08:00,110.842,1.56
2021-05-27 06:00:00+08:00,110.8677,1.58
2021-05-28 06:00:00+08:00,110.8688,1.61
2021-05-29 06:00:00+08:00,110.7576,1.58
2021-06-01 06:00:00+08:00,110.7576,1.58
2021-06-02 06:00:00+08:00,110.5046,1.62
2021-06-03 06:00:00+08:00,110.5799,1.59
2021-06-04 06:00:00+08:00,111.1782,1.63
2021-06-05 06:00:00+08:00,110.7521,1.56
2021-06-08 06:00:00+08:00,110.5155,1.57
2021-06-09 06:00:00+08:00,110.649,1.53
2021-06-10 06:00:00+08:00,110.5707,1.5
2021-06-11 06:00:00+08:00,110.5456,1.45
2021-06-12 06:00:00+08:00,111.0933,1.47
2021-06-15 06:00:00+08:00,110.9659,1.51
2021-06-16 06:00:00+08:00,111.3507,1.51
2021-06-17 06:00:00+08:00,111.1165,1.57
2021-06-18 06:00:00+08:00,112.5772,1.52
2021-06-19 06:00:00+08:00,113.0408,1.45
2021-06-22 06:00:00+08:00,112.8391,1.5
2021-06-23 06:00:00+08:00,112.9174,1.48
2021-06-24 06:00:00+08:00,112.3819,1.5
2021-06-25 06:00:00+08:00,112.326,1.49
2021-06-26 06:00:00+08:00,111.9655,1.54
2021-06-29 06:00:00+08:00,112.0248,1.49
2021-06-30 06:00:00+08:00,112.2613,1.49
2021-07-01 06:00:00+08:00,112.5533,1.45
2021-07-02 06:00:00+08:00,112.74,1.48
2021-07-03 06:00:00+08:00,112.5425,1.44
2021-07-06 06:00:00+08:00,112.5425,1.44
2021-07-07 06:00:00+08:00,112.9516,1.37
2021-07-08 06:00:00+08:00,113.1048,1.33
2021-07-09 06:00:00+08:00,113.0776,1.3
2021-07-10 06:00:00+08:00,112.8375,1.37
2021-07-13 06:00:00+08:00,112.7611,1.38
2021-07-14 06:00:00+08:00,113.0063,1.42
2021-07-15 06:00:00+08:00,112.8801,1.37
2021-07-16 06:00:00+08:00,113.0041,1.31
2021-07-17 06:00:00+08:00,113.0428,1.31
2021-07-20 06:00:00+08:00,113.5472,1.19
2021-07-21 06:00:00+08:00,113.7502,1.23
2021-07-22 06:00:00+08:00,113.3926,1.3
2021-07-23 06:00:00+08:00,113.4695,1.27
2021-07-24 06:00:00+08:00,113.4398,1.3
2021-07-27 06:00:00+08:00,113.2238,1.29
2021-07-28 06:00:00+08:00,113.2227,1.25
2021-07-29 06:00:00+08:00,113.1807,1.26
2021-07-30 06:00:00+08:00,112.4834,1.28
2021-07-31 06:00:00+08:00,112.6714,1.24
2021-08-03 06:00:00+08:00,112.6691,1.2
2021-08-04 06:00:00+08:00,112.8228,1.19
2021-08-05 06:00:00+08:00,112.8953,1.19
2021-08-06 06:00:00+08:00,112.7674,1.23
2021-08-07 06:00:00+08:00,113.3088,1.31
2021-08-10 06:00:00+08:00,113.4521,1.33
2021-08-11 06:00:00+08:00,113.4973,1.36
2021-08-12 06:00:00+08:00,113.282,1.35
2021-08-13 06:00:00+08:00,113.2691,1.36
2021-08-14 06:00:00+08:00,113.0615,1.29
2021-08-17 06:00:00+08:00,113.1698,1.26
2021-08-18 06:00:00+08:00,113.6174,1.26
2021-08-19 06:00:00+08:00,113.6959,1.27
2021-08-20 06:00:00+08:00,114.1106,1.24
2021-08-21 06:00:00+08:00,114.5009,1.26
2021-08-24 06:00:00+08:00,113.9418,1.25
2021-08-25 06:00:00+08:00,113.6795,1.29
2021-08-26 06:00:00+08:00,113.6322,1.35
2021-08-27 06:00:00+08:00,113.7883,1.34
2021-08-28 06:00:00+08:00,113.3404,1.31
2021-08-31 06:00:00+08:00,113.246,1.29
2021-09-01 06:00:00+08:00,113.1076,1.3
2021-09-02 06:00:00+08:00,112.8732,1.31
2021-09-03 06:00:00+08:00,112.7863,1.29
2021-09-04 06:00:00+08:00,112.5476,1.33
2021-09-07 06:00:00+08:00,112.5476,1.33
2021-09-08 06:00:00+08:00,112.9795,1.38
2021-09-09 06:00:00+08:00,113.2319,1.35
2021-09-10 06:00:00+08:00,113.043,1.3
2021-09-11 06:00:00+08:00,112.9425,1.35
2021-09-14 06:00:00+08:00,113.0341,1.33
2021-09-15 06:00:00+08:00,113.0061,1.28
2021-09-16 06:00:00+08:00,112.9773,1.31
2021-09-17 06:00:00+08:00,113.3036,1.34
2021-09-18 06:00:00+08:00,113.5989,1.37
2021-09-21 06:00:00+08:00,113.9422,1.31
2021-09-22 06:00:00+08:00,113.8179,1.33
2021-09-23 06:00:00+08:00,113.6223,1.32
2021-09-24 06:00:00+08:00,113.513,1.41
2021-09-25 06:00:00+08:00,113.7597,1.47
2021-09-28 06:00:00+08:00,113.7432,1.48
2021-09-29 06:00:00+08:00,114.2469,1.54
2021-09-30 06:00:00+08:00,114.7092,1.55
2021-10-01 06:00:00+08:00,114.6403,1.52
2021-10-02 06:00:00+08:00,114.3798,1.48
2021-10-05 06:00:00+08:00,114.2739,1.49
2021-10-06 06:00:00+08:00,114.3654,1.54
2021-10-07 06:00:00+08:00,114.7185,1.53
2021-10-08 06:00:00+08:00,114.5044,1.58
2021-10-09 06:00:00+08:00,114.5986,1.61
2021-10-12 06:00:00+08:00,114.5986,1.61
2021-10-13 06:00:00+08:00,114.7542,1.59
2021-10-14 06:00:00+08:00,114.4705,1.56
2021-10-15 06:00:00+08:00,114.2053,1.52
2021-10-16 06:00:00+08:00,114.0905,1.59
2021-10-19 06:00:00+08:00,113.9899,1.59
2021-10-20 06:00:00+08:00,113.647,1.65
2021-10-21 06:00:00+08:00,113.5083,1.65
2021-10-22 06:00:00+08:00,113.6188,1.68
2021-10-23 06:00:00+08:00,113.67,1.66
2021-10-26 06:00:00+08:00,113.605,1.64
2021-10-27 06:00:00+08:00,113.674,1.63
2021-10-28 06:00:00+08:00,113.6218,1.54
2021-10-29 06:00:00+08:00,113.4389,1.57
2021-10-30 06:00:00+08:00,114.1349,1.55
2021-11-02 06:00:00+08:00,114.2067,1.58
2021-11-03 06:00:00+08:00,114.2847,1.56
2021-11-04 06:00:00+08:00,114.3593,1.6
2021-11-05 06:00:00+08:00,114.3558,1.53
2021-11-06 06:00:00+08:00,114.0732,1.45
2021-11-09 06:00:00+08:00,113.8256,1.51
2021-11-10 06:00:00+08:00,113.762,1.46
2021-11-11 06:00:00+08:00,114.1484,1.56
2021-11-12 06:00:00+08:00,114.1484,1.56
2021-11-13 06:00:00+08:00,114.5144,1.58
2021-11-16 06:00:00+08:00,114.5876,1.63
2021-11-17 06:00:00+08:00,115.136,1.63
2021-11-18 06:00:00+08:00,115.0263,1.6
2021-11-19 06:00:00+08:00,115.0678,1.59
2021-11-20 06:00:00+08:00,115.2187,1.54
2021-11-23 06:00:00+08:00,115.6481,1.63
2021-11-24 06:00:00+08:00,116.0118,1.67
2021-11-25 06:00:00+08:00,116.2711,1.64
2021-11-26 06:00:00+08:00,116.2711,1.64
2021-11-27 06:00:00+08:00,116.5103,1.48
2021-11-30 06:00:00+08:00,116.581,1.52
2021-12-01 06:00:00+08:00,116.2071,1.43
2021-12-02 06:00:00+08:00,115.889,1.43
2021-12-03 06:00:00+08:00,116.018,1.44
2021-12-04 06:00:00+08:00,116.2377,1.35
2021-12-07 06:00:00+08:00,116.1538,1.43
2021-12-08 06:00:00+08:00,115.8555,1.48
2021-12-09 06:00:00+08:00,115.4418,1.52
2021-12-10 06:00:00+08:00,115.7784,1.49
2021-12-11 06:00:00+08:00,115.5732,1.48
2021-12-14 06:00:00+08:00,115.842,1.42
2021-12-15 06:00:00+08:00,116.2397,1.44
2021-12-16 06:00:00+08:00,116.4219,1.47
2021-12-17 06:00:00+08:00,115.7146,1.44
2021-12-18 06:00:00+08:00,115.791,1.41
2021-12-21 06:00:00+08:00,116.0092,1.43
2021-12-22 06:00:00+08:00,116.1089,1.48
2021-12-23 06:00:00+08:00,115.7485,1.46
2021-12-24 06:00:00+08:00,115.5337,1.5
2021-12-25 06:00:00+08:00,115.5337,1.5
2021-12-28 06:00:00+08:00,115.4684,1.48
2021-12-29 06:00:00+08:00,115.4192,1.49
2021-12-30 06:00:00+08:00,115.3678,1.55
2021-12-31 06:00:00+08:00,115.283,1.52
2022-01-01 06:00:00+08:00,115.283,1.52
2022-01-04 06:00:00+08:00,115.4101,1.63
2022-01-05 06:00:00+08:00,115.3103,1.66
2022-01-06 06:00:00+08:00,115.137,1.71
2022-01-07 06:00:00+08:00,115.4046,1.73
2022-01-08 06:00:00+08:00,115.0451,1.76
2022-01-11 06:00:00+08:00,115.2216,1.78
2022-01-12 06:00:00+08:00,114.8332,1.75
2022-01-13 06:00:00+08:00,114.355,1.74
2022-01-14 06:00:00+08:00,114.177,1.7
2022-01-15 06:00:00+08:00,114.3825,1.78
2022-01-18 06:00:00+08:00,114.3825,1.78
2022-01-19 06:00:00+08:00,114.7373,1.87
2022-01-20 06:00:00+08:00,114.6109,1.83
2022-01-21 06:00:00+08:00,114.4642,1.83
2022-01-22 06:00:00+08:00,114.6125,1.75
2022-01-25 06:00:00+08:00,115.2034,1.75
2022-01-26 06:00:00+08:00,115.1654,1.78
2022-01-27 06:00:00+08:00,115.0922,1.85
2022-01-28 06:00:00+08:00,115.978,1.81
2022-01-29 06:00:00+08:00,116.0393,1.78
2022-02-01 06:00:00+08:00,115.566,1.79
2022-02-02 06:00:00+08:00,115.3685,1.81
2022-02-03 06:00:00+08:00,115.1538,1.78
2022-02-04 06:00:00+08:00,114.9065,1.82
2022-02-05 06:00:00+08:00,115.1362,1.93
2022-02-08 06:00:00+08:00,115.0098,1.92
2022-02-09 06:00:00+08:00,115.0892,1.96
2022-02-10 06:00:00+08:00,114.8232,1.94
2022-02-11 06:00:00+08:00,114.5527,2.03
2022-02-12 06:00:00+08:00,114.8413,1.92
2022-02-15 06:00:00+08:00,115.1946,1.98
2022-02-16 06:00:00+08:00,114.93,2.05
2022-02-17 06:00:00+08:00,114.6886,2.03
2022-02-18 06:00:00+08:00,114.6755,1.97
2022-02-19 06:00:00+08:00,114.7982,1.92
2022-02-22 06:00:00+08:00,114.7982,1.92
2022-02-23 06:00:00+08:00,114.7002,1.94
2022-02-24 06:00:00+08:00,114.6668,1.99
2022-02-25 06:00:00+08:00,115.9419,1.96
2022-02-26 06:00:00+08:00,115.2577,1.97
2022-03-01 06:00:00+08:00,115.2224,1.83
2022-03-02 06:00:00+08:00,115.7962,1.72
2022-03-03 06:00:00+08:00,115.7623,1.86
2022-03-04 06:00:00+08:00,115.9495,1.86
2022-03-05 06:00:00+08:00,116.6503,1.74
2022-03-08 06:00:00+08:00,117.3278,1.78
2022-03-09 06:00:00+08:00,117.6176,1.86
2022-03-10 06:00:00+08:00,116.5961,1.94
2022-03-11 06:00:00+08:00,116.7401,1.98
2022-03-12 06:00:00+08:00,117.0192,2.0
2022-03-15 06:00:00+08:00,117.1506,2.14
2022-03-16 06:00:00+08:00,117.246,2.15
2022-03-17 06:00:00+08:00,116.8073,2.19
2022-03-18 06:00:00+08:00,116.0467,2.2
2022-03-19 06:00:00+08:00,116.1378,2.14
2022-03-22 06:00:00+08:00,115.9398,2.32
2022-03-23 06:00:00+08:00,116.0824,2.38
2022-03-24 06:00:00+08:00,116.005,2.32
2022-03-25 06:00:00+08:00,115.9599,2.34
2022-03-26 06:00:00+08:00,115.7921,2.48
2022-03-29 06:00:00+08:00,116.1911,2.46
2022-03-30 06:00:00+08:00,115.5679,2.41
2022-03-31 06:00:00+08:00,115.0818,2.35
2022-04-01 06:00:00+08:00,115.2218,2.32
2022-04-02 06:00:00+08:00,115.4814,2.39
2022-04-05 06:00:00+08:00,115.4112,2.42
2022-04-06 06:00:00+08:00,115.73,2.54
2022-04-07 06:00:00+08:00,115.9995,2.61
2022-04-08 06:00:00+08:00,116.3512,2.66
2022-04-09 06:00:00+08:00,116.4176,2.72
2022-04-12 06:00:00+08:00,116.5401,2.79
2022-04-13 06:00:00+08:00,116.3866,2.72
2022-04-14 06:00:00+08:00,116.2796,2.7
2022-04-15 06:00:00+08:00,116.7558,2.83
2022-04-16 06:00:00+08:00,116.7017,2.83
2022-04-19 06:00:00+08:00,116.8441,2.85
2022-04-20 06:00:00+08:00,117.1324,2.93
2022-04-21 06:00:00+08:00,116.7306,2.85
2022-04-22 06:00:00+08:00,117.1432,2.9
2022-04-23 06:00:00+08:00,118.0186,2.9
2022-04-26 06:00:00+08:00,118.6271,2.81
2022-04-27 06:00:00+08:00,118.9624,2.77
2022-04-28 06:00:00+08:00,119.4708,2.82
2022-04-29 06:00:00+08:00,120.0675,2.85
2022-04-30 06:00:00+08:00,119.4933,2.89
2022-05-03 06:00:00+08:00,119.8825,2.99
2022-05-04 06:00:00+08:00,119.7043,2.97
2022-05-05 06:00:00+08:00,119.5592,2.93
2022-05-06 06:00:00+08:00,120.0068,3.05
2022-05-07 06:00:00+08:00,119.8577,3.12
2022-05-10 06:00:00+08:00,120.4972,3.05
2022-05-11 06:00:00+08:00,120.7742,2.99
2022-05-12 06:00:00+08:00,120.3925,2.91
2022-05-13 06:00:00+08:00,121.2796,2.84
2022-05-14 06:00:00+08:00,120.8442,2.93
2022-05-17 06:00:00+08:00,120.6881,2.88
2022-05-18 06:00:00+08:00,119.8871,2.98
2022-05-19 06:00:00+08:00,120.0274,2.89
2022-05-20 06:00:00+08:00,119.4278,2.84
2022-05-21 06:00:00+08:00,119.3677,2.78
2022-05-24 06:00:00+08:00,118.7169,2.86
2022-05-25 06:00:00+08:00,118.6245,2.76
2022-05-26 06:00:00+08:00,118.9598,2.75
2022-05-27 06:00:00+08:00,118.7687,2.75
2022-05-28 06:00:00+08:00,118.2834,2.74
2022-05-31 06:00:00+08:00,118.2834,2.74
2022-06-01 06:00:00+08:00,118.0704,2.85
2022-06-02 06:00:00+08:00,118.6954,2.94
2022-06-03 06:00:00+08:00,118.0658,2.92
2022-06-04 06:00:00+08:00,118.2153,2.96
2022-06-07 06:00:00+08:00,118.3081,3.04
2022-06-08 06:00:00+08:00,118.4414,2.98
2022-06-09 06:00:00+08:00,118.3951,3.03
2022-06-10 06:00:00+08:00,118.9226,3.04
2022-06-11 06:00:00+08:00,119.9981,3.15
2022-06-14 06:00:00+08:00,121.1523,3.43
2022-06-15 06:00:00+08:00,121.6669,3.49
2022-06-16 06:00:00+08:00,121.6403,3.33
2022-06-17 06:00:00+08:00,120.6714,3.28
2022-06-18 06:00:00+08:00,121.2369,3.25
2022-06-21 06:00:00+08:00,121.2369,3.25
2022-06-22 06:00:00+08:00,120.6427,3.31
2022-06-23 06:00:00+08:00,120.5197,3.16
2022-06-24 06:00:00+08:00,120.7622,3.09
2022-06-25 06:00:00+08:00,120.4853,3.13
2022-06-28 06:00:00+08:00,120.1736,3.2
2022-06-29 06:00:00+08:00,120.62,3.2
2022-06-30 06:00:00+08:00,120.9616,3.1
2022-07-01 06:00:00+08:00,120.9652,2.98
2022-07-02 06:00:00+08:00,121.5058,2.88
2022-07-05 06:00:00+08:00,121.5058,2.88
2022-07-06 06:00:00+08:00,122.6203,2.82
2022-07-07 06:00:00+08:00,123.0073,2.93
2022-07-08 06:00:00+08:00,122.7257,3.01
2022-07-09 06:00:00+08:00,122.4662,3.09
2022-07-12 06:00:00+08:00,123.2974,2.99
2022-07-13 06:00:00+08:00,123.4524,2.96
2022-07-14 06:00:00+08:00,123.2834,2.91
2022-07-15 06:00:00+08:00,124.0622,2.96
2022-07-16 06:00:00+08:00,123.4765,2.93
2022-07-19 06:00:00+08:00,122.7727,2.96
2022-07-20 06:00:00+08:00,122.4819,3.01
2022-07-21 06:00:00+08:00,122.5997,3.04
2022-07-22 06:00:00+08:00,122.9032,2.91
2022-07-23 06:00:00+08:00,122.451,2.77
2022-07-26 06:00:00+08:00,122.4594,2.81
2022-07-27 06:00:00+08:00,122.7581,2.81
2022-07-28 06:00:00+08:00,122.8169,2.78
2022-07-29 06:00:00+08:00,122.1161,2.68
2022-07-30 06:00:00+08:00,121.7678,2.67
2022-08-02 06:00:00+08:00,121.4109,2.6
2022-08-03 06:00:00+08:00,121.9486,2.75
2022-08-04 06:00:00+08:00,122.3888,2.73
2022-08-05 06:00:00+08:00,121.8333,2.68
2022-08-06 06:00:00+08:00,122.321,2.83
2022-08-09 06:00:00+08:00,121.8783,2.77
2022-08-10 06:00:00+08:00,121.8614,2.8
2022-08-11 06:00:00+08:00,120.7543,2.78
2022-08-12 06:00:00+08:00,120.7163,2.87
2022-08-13 06:00:00+08:00,121.018,2.84
2022-08-16 06:00:00+08:00,121.4315,2.79
2022-08-17 06:00:00+08:00,121.6807,2.82
2022-08-18 06:00:00+08:00,122.0711,2.89
2022-08-19 06:00:00+08:00,122.3627,2.88
2022-08-20 06:00:00+08:00,123.0501,2.98
2022-08-23 06:00:00+08:00,123.605,3.03
2022-08-24 06:00:00+08:00,123.0547,3.05
2022-08-25 06:00:00+08:00,123.109,3.11
2022-08-26 06:00:00+08:00,123.0586,3.03
2022-08-27 06:00:00+08:00,123.0656,3.04
2022-08-30 06:00:00+08:00,123.4686,3.12
2022-08-31 06:00:00+08:00,123.6848,3.11
2022-09-01 06:00:00+08:00,123.535,3.15
2022-09-02 06:00:00+08:00,124.4006,3.26
2022-09-03 06:00:00+08:00,123.7743,3.2
2022-09-06 06:00:00+08:00,123.7743,3.2
2022-09-07 06:00:00+08:00,124.767,3.33
2022-09-08 06:00:00+08:00,124.8408,3.27
2022-09-09 06:00:00+08:00,124.578,3.29
2022-09-10 06:00:00+08:00,123.7874,3.33
2022-09-13 06:00:00+08:00,123.3332,3.37
2022-09-14 06:00:00+08:00,124.4242,3.42
2022-09-15 06:00:00+08:00,124.4509,3.41
2022-09-16 06:00:00+08:00,124.8843,3.45
2022-09-17 06:00:00+08:00,124.8794,3.45
2022-09-20 06:00:00+08:00,125.0104,3.49
2022-09-21 06:00:00+08:00,125.1248,3.57
2022-09-22 06:00:00+08:00,125.7399,3.51
2022-09-23 06:00:00+08:00,126.1667,3.7
2022-09-24 06:00:00+08:00,127.2853,3.69
2022-09-27 06:00:00+08:00,128.4539,3.88
2022-09-28 06:00:00+08:00,128.4386,3.97
2022-09-29 06:00:00+08:00,128.0884,3.72
2022-09-30 06:00:00+08:00,127.5437,3.76
2022-10-01 06:00:00+08:00,127.5148,3.83
2022-10-04 06:00:00+08:00,127.0813,3.67
2022-10-05 06:00:00+08:00,126.1819,3.62
2022-10-06 06:00:00+08:00,126.8616,3.76
2022-10-07 06:00:00+08:00,127.2493,3.83
2022-10-08 06:00:00+08:00,127.3111,3.89
2022-10-11 06:00:00+08:00,127.3111,3.89
2022-10-12 06:00:00+08:00,127.6641,3.93
2022-10-13 06:00:00+08:00,128.1481,3.91
2022-10-14 06:00:00+08:00,127.7286,3.97
2022-10-15 06:00:00+08:00,128.3325,4.0
2022-10-18 06:00:00+08:00,127.6448,4.02
